appid,name,price,currency,genres,release_date,steam_review_score
10,Counter-Strike,20.69,BRL,Action,"1 Nov, 2000",88
30,Day of Defeat,16.99,BRL,Action,"1 May, 2003",79
70,Half-Life,20.69,BRL,Action,"19 Nov, 1998",96
80,Counter-Strike: Condition Zero,20.69,BRL,Action,"1 Mar, 2004",65
100,Counter-Strike: Condition Zero,20.69,BRL,Action,"1 Mar, 2004",65
130,Half-Life: Blue Shift,16.99,BRL,Action,"1 Jun, 2001",71
219,Half-Life 2: Demo,,,Action,"1 Dec, 2004",96
220,Half-Life 2,9.99,USD,Action,"Nov 16, 2004",96
240,Counter-Strike: Source,10.0,SGD,Action,"1 Nov, 2004",88
300,Day of Defeat: Source,32.99,BRL,Action,"12 Jul, 2010",80
380,Half-Life 2: Episode One,,,Action,"1 Jun, 2006",87
400,Portal,32.99,BRL,Action,"10 Oct, 2007",90
410,Portal: First Slice,,,Action,"8 May, 2008",90
420,Half-Life 2: Episode Two,,,Action,"10 Oct, 2007",90
440,Team Fortress 2,,,"Action, Free To Play","10 Oct, 2007",92
500,Left 4 Dead,9.99,USD,Action,"Nov 17, 2008",89
550,Left 4 Dead 2,9.99,USD,Action,"Nov 16, 2009",89
570,Dota 2,,,"Action, Strategy, Free To Play","9 Jul, 2013",90
620,Portal 2,32.99,BRL,"Action, Adventure","18 Apr, 2011",95
630,Alien Swarm,,,"Action, Free To Play","19 Jul, 2010",77
659,Portal 2,32.99,BRL,"Action, Adventure","18 Apr, 2011",95
1002,Rag Doll Kung Fu,2.29,BRL,Indie,"12 Oct, 2005",69
1003,Rag Doll Kung Fu Demo,,,Indie,"12 Oct, 2005",69
1200,Red Orchestra: Ostfront 41-45,10.89,BRL,Action,"14 Mar, 2006",81
3800,Advent Rising,9.99,USD,Action,"Sep 14, 2006",70
3900,Sid Meier's Civilization® IV,4.99,EUR,Strategy,"25 Oct, 2006",94
3910,Sid Meier's Civilization® III Complete,4.99,EUR,Strategy,"25 Oct, 2006",90
7000,Tomb Raider: Legend,0.97,EUR,"Action, Adventure","29 Mar, 2007",82
7890,Men of War™ Demo,,,Strategy,"8 May, 2009",80
8080,Kane and Lynch: Dead Men™,,,Action,"Dec 13, 2007",67
8100,Conflict: Denied Ops,5.99,USD,Action,"Feb 8, 2008",58
8930,Sid Meier's Civilization® V,7.49,EUR,Strategy,"23 Sep, 2010",90
8980,Borderlands Game of the Year,29.99,EUR,"Action, RPG","31 Aug, 2023",81
9480,Saints Row 2,9.99,USD,Action,"Jan 7, 2009",72
10150,Prototype™,109.9,BRL,"Action, Adventure","12 Jun, 2009",79
10170,Wolfenstein™,,,Action,"19 Aug, 2009",74
10180,Call of Duty®: Modern Warfare® 2 (2009),109.9,BRL,Action,"11 Nov, 2009",86
10190,Call of Duty®: Modern Warfare® 2 (2009),109.9,BRL,Action,"11 Nov, 2009",86
10220,Postal III,20.49,BRL,Action,"17 Feb, 2012",24
10460,The Club™,27.99,BRL,Action,"20 Feb, 2008",67
10500,Total War: EMPIRE – Definitive Edition,84.99,BRL,Strategy,"4 Mar, 2009",90
10620,Empire: Total War™ Demo,,,Strategy,"20 Feb, 2009",90
10680,Aliens vs. Predator™,27.99,BRL,Action,"16 Feb, 2010",68
10690,Virtua Tennis 2009,,,"Simulation, Sports","3 Jul, 2009",68
11000,Loki Demo - Norse Warrior,,,RPG,"5 Oct, 2007",61
11040,Sherlock Holmes - Nemesis,37.0,BRL,"Adventure, RPG","7 Aug, 2008",71
11050,Dracula: Origin,37.0,BRL,"Adventure, Casual","7 Aug, 2008",70
11080,Sherlock Holmes - Nemesis Demo,,,Adventure,"7 Aug, 2008",71
11090,Dracula Origin Demo,,,Adventure,"7 Aug, 2008",70
11130,Sherlock Holmes: The Mystery of the Mummy,,,Adventure,"6 Aug, 2009",61
11140,Sherlock Holmes: The Awakened (2008),37.0,BRL,Adventure,"6 Aug, 2009",72
11150,Sherlock Holmes: The Silver Earring,37.0,BRL,Adventure,"6 Aug, 2009",68
11190,Sherlock Holmes versus Jack the Ripper,37.0,BRL,"Adventure, RPG","23 Dec, 2009",73
11200,Shadowgrounds Survivor,19.99,BRL,Action,"14 Nov, 2007",79
11220,Shadowgrounds Survivor Demo,,,Action,"15 Feb, 2008",79
11250,Pacific Storm,26.49,BRL,"Simulation, Strategy","24 Jun, 2008",67
11260,Pacific Storm Allies,26.49,BRL,"Simulation, Strategy","18 Aug, 2008",60
11340,Larva Mortus,16.99,BRL,"Action, Indie","19 Mar, 2009",64
11370,Nikopol: Secrets of the Immortals,16.99,BRL,"Adventure, Indie","30 Jul, 2009",68
11450,Overlord™,8.49,BRL,RPG,"26 Oct, 2007",81
11470,Overlord™ Demo,,,RPG,"26 Oct, 2007",81
11480,Soldiers: Heroes of World War II - Enhanced Edition,16.99,BRL,Strategy,"3 Jul, 2014",77
11550,Second Sight,20.69,BRL,Action,"8 Apr, 2021",73
12130,Manhunt,14.99,BRL,Action,"6 Jan, 2011",75
12150,Max Payne 2: The Fall of Max Payne,14.99,BRL,Action,"4 Jan, 2008",86
12200,Bully: Scholarship Edition,39.99,BRL,"Action, Adventure","23 Dec, 2010",72
12210,Grand Theft Auto IV: The Complete Edition,79.0,BRL,"Action, Adventure","24 Mar, 2020",90
12310,Culpa Innata,19.99,BRL,"Adventure, Casual, RPG","18 Jan, 2008",66
12320,Sacred Gold,4.99,BRL,"Action, RPG","9 Jul, 2008",74
12330,Darkstar One,29.99,BRL,Action,"13 Feb, 2008",71
12360,FlatOut: Ultimate Carnage Collector's Edition,19.99,USD,Racing,"Aug 26, 2008",79
12400,"Bill ""Spaceman"" Lee Baseball Mogul 2009",,,Sports,"23 Oct, 2008",65
12420,Perimeter 2: New Earth,4.09,BRL,Strategy,"10 Feb, 2009",43
12470,Port Royale 2,20.49,BRL,Strategy,"16 Jun, 2009",75
12500,PuzzleQuest: Challenge of the Warlords,19.99,BRL,Casual,"29 Jan, 2008",84
12640,Drakensang,16.99,BRL,RPG,"9 Mar, 2009",75
12810,Overlord II,16.99,BRL,RPG,"23 Jun, 2009",79
12890,Operation Flashpoint: Dragon Rising Demo,,,Action,"16 Nov, 2009",76
12900,AudioSurf,32.99,BRL,Indie,"15 Feb, 2008",85
12910,AudioSurf Demo,,,Indie,"15 Feb, 2008",85
13000,Ninja Reflex: Steamworks Edition,8.49,BRL,"Casual, Indie","21 Mar, 2008",57
13010,Ninja Reflex Demo,,,"Indie, Casual","21 Mar, 2008",57
13140,America's Army 3,,,Action,"17 Jun, 2009",70
13500,Prince of Persia: Warrior Within™,29.99,BRL,"Action, Adventure","21 Nov, 2008",83
13510,Tom Clancy's Ghost Recon Advanced Warfighter® 2,,,Action,"15 Jul, 2008",76
13520,Far Cry®,8.99,BRL,Action,"1 Apr, 2008",89
13530,Prince of Persia: The Two Thrones™,5.99,BRL,"Action, Adventure","21 Nov, 2008",85
13540,Tom Clancy's Rainbow Six® Vegas,29.99,BRL,Action,"9 Apr, 2008",85
13560,Tom Clancy's Splinter Cell®,49.99,BRL,Action,"1 Apr, 2008",91
13570,Tom Clancy's Splinter Cell Chaos Theory®,29.99,BRL,Action,"27 Aug, 2009",92
13580,Tom Clancy's Splinter Cell Double Agent®,29.99,BRL,Action,"13 Feb, 2009",80
13600,Prince of Persia®: The Sands of Time,5.99,BRL,"Action, Adventure","21 Nov, 2008",89
13620,Tom Clancy's Ghost Recon® Desert Siege™,9.99,BRL,Action,"15 Jul, 2008",82
13630,Tom Clancy's Ghost Recon® Island Thunder™,9.99,BRL,Action,"15 Jul, 2008",82
13640,Tom Clancy's Ghost Recon Advanced Warfighter®,,,Action,"15 Jul, 2008",80
15000,Tom Clancy's Rainbow Six Lockdown™,29.99,BRL,Action,"13 May, 2008",59
15080,Rayman Raving Rabbids™,29.99,BRL,"Action, Adventure","13 Jun, 2008",58
15100,Assassin's Creed™: Director's Cut Edition,59.99,BRL,"Action, Adventure","9 Apr, 2008",79
15120,Tom Clancy's Rainbow Six® Vegas 2,29.99,BRL,Action,"16 Apr, 2008",78
15130,Beyond Good and Evil™,,,"Action, Adventure","13 May, 2008",83
15170,Heroes of Might & Magic V,29.99,BRL,Strategy,"13 May, 2008",77
15190,Brothers in Arms: Road to Hill 30™,29.99,BRL,Action,"13 May, 2008",87
15200,Silent Hunter®: Wolves of the Pacific,29.99,BRL,Simulation,"13 Jun, 2008",79
15210,Silent Hunter® III,29.99,BRL,Simulation,"13 Jun, 2008",90
15220,Blazing Angels® Squadrons of WWII,,,"Action, Simulation","13 May, 2008",65
17410,Mirror's Edge™,29.99,CAD,"Action, Adventure","14 Jan, 2009",81
19680,Alice: Madness Returns,14.99,CAD,"Action, Adventure","17 Jun, 2011",75
25600,Eschalon: Book I,,,"Indie, RPG","10 Feb, 2009",75
25610,Eschalon: Book I Demo,,,RPG,"11 Feb, 2009",75
25700,Madballs in Babo:Invasion,10.49,BRL,"Action, Casual, Indie","17 Sep, 2009",79
25710,Madballs Demo,,,"Action, Casual, Indie","17 Sep, 2009",79
25800,Europa Universalis III Complete,53.99,BRL,Strategy,"4 Feb, 2009",83
25806,Europa Universalis III: Heir to the Throne,35.99,BRL,,"15 Dec, 2009",86
25808,Europa Universalis III: Divine Wind,35.99,BRL,Strategy,"21 Jan, 2011",71
25830,Knights of Honor,35.99,BRL,Strategy,"4 Feb, 2009",77
25850,Elven Legacy,16.99,BRL,"RPG, Strategy","7 Apr, 2009",71
25860,Sword of the Stars: Complete Collection,35.99,BRL,Strategy,"4 Jun, 2010",75
25890,Hearts of Iron III,35.99,BRL,Strategy,"7 Aug, 2009",77
25900,King's Bounty: The Legend,23.5,BRL,"RPG, Strategy","1 May, 2009",79
25910,Supreme Ruler 2020 Gold,7.99,BRL,Strategy,"9 Jul, 2009",65
25930,East India Company,24.99,BRL,Strategy,"31 Jul, 2009",67
25980,Majesty 2,35.99,BRL,"Simulation, Strategy","17 Sep, 2009",72
26000,The Maw,16.99,BRL,"Action, Indie","9 Mar, 2009",75
26010,The Maw Demo,,,Indie,"13 Mar, 2009",75
26500,Cogs,12.39,BRL,"Casual, Indie","14 Apr, 2009",73
26510,Cogs Demo,,,"Strategy, Indie, Casual","14 Apr, 2009",73
26800,Braid,27.99,BRL,"Casual, Indie, Strategy","10 Apr, 2009",90
26810,Braid Demo,,,"Strategy, Indie","11 Apr, 2009",90
26900,Crayon Physics Deluxe,34.99,BRL,"Casual, Indie","6 May, 2009",79
26910,Crayon Physics Deluxe Demo,,,"Indie, Casual","6 May, 2009",79
27000,The Path,19.99,BRL,"Adventure, Indie","18 Mar, 2009",79
27040,The Path - Prologue,,,"Indie, Adventure","8 Jun, 2009",79
27400,Dangerous High School Girls in Trouble!™,34.99,BRL,"RPG, Indie, Casual","23 Feb, 2009",81
27610,Mevo and The Grooveriders Demo,,,"Indie, Casual","19 Mar, 2009",72
28000,Kane & Lynch 2: Dog Days,16.99,BRL,Action,"17 Aug, 2010",66
28020,Kane & Lynch 2 Demo,,,Action,"26 Jul, 2010",66
29160,Blueberry Garden,16.99,BRL,"Adventure, Indie","10 Jun, 2009",68
29170,Blueberry Garden Demo,,,,"10 Jun, 2009",68
29180,Osmos,20.69,BRL,"Casual, Indie","18 Aug, 2009",80
29200,Osmos Demo,,,"Indie, Casual","18 Aug, 2009",80
29640,Aion<sup>®</sup>: Assault on Balaurea™,,,Massively Multiplayer,"22 Sep, 2009",76
29900,Dark Sector,16.99,BRL,Action,"24 Mar, 2009",66
31120,"Wallace & Gromit’s Grand Adventures, Episode 3: Muzzled!",,,Adventure,"15 Jun, 2009",75
31130,"Wallace & Gromit’s Grand Adventures, Episode 4: The Bogey Man",,,Adventure,"30 Jul, 2009",72
31170,Tales of Monkey Island: Complete Season,50.0,BRL,"Adventure, RPG","7 Jul, 2009",79
31270,Puzzle Agent,19.99,BRL,"Action, Adventure, Casual","7 Jul, 2010",70
31280,Poker Night at the Inventory,,,"Casual, Sports","22 Nov, 2010",71
31290,Back to the Future: The Game,,,Adventure,"23 Dec, 2010",74
31300,Tunnel Rats,34.99,BRL,Action,"15 May, 2009",30
31700,Iron Grip: Warlord,,,"Action, Indie","5 Dec, 2008",59
31710,Iron Grip Warlord Demo,,,"Action, Indie","6 May, 2010",59
